,Generate Code,Actual Code
1242,List < Object> values = lookup.source();,List < Object> values = lookup.source().extractRawValues(mapper.names().sourcePath());
1243,if (!executorService.isTerminated() || scheduledExecution Service == null) {,if (!scheduledExecutorService.isTerminated()) {
1244,final NumericRangeFilterBuilder lte(String to) {,public NumericRangeFilterBuilder lte(Object to) {
1245,"null = builder().put( ""gateway.type "");","return builder().put(super.nodeSettings(nodeOrdinal)).put( ""gateway.type "", ""local "").build();"
1246,,final List < Token> result = new ArrayList < >();
1247,Array < AssetDescriptor> dependencies = new HashSet();,Array < AssetDescriptor> dependencies = new Array();
1248,"nullTime = new Time(); builder.timeValueField( Fields.TOTAL_TIME, Fields.TAG);","builder.timeValueField(Fields.TOTAL_TIME_IN_MILLIS, Fields.TOTAL_TIME, totalTimeInMillis);"
1249,"null ordered = new BucketPriorityQueue(size, order.comparator());","BucketPriorityQueue ordered = new BucketPriorityQueue(size, order.comparator(null));"
1250,if (glyph == null ||!(this.getGlyph() instanceof Glyph),if (glyph == null || glyph.height == 0 || glyph.width == 0) continue;
1251,List < String> list = new ArrayList();,List < String> list = new ArrayList < >();
1252,"null indicesStatsRequest.indexing(request.paramAsBoolean( ""get_all-grouped "", indicesStatsRequest.get()));","indicesStatsRequest.get(request.paramAsBoolean( ""get "", indicesStatsRequest.get()));"
1253,"MetaDataService.createIndex(indexMetaData, indexMetaData);","metaDataService.createIndex( ""gateway "", indexMetaData.index(), indexMetaData.settings(), indexMetaData.mappings(), timeValueMillis(10));"
1254,null expected = new HashSet < String>();,Set < String> expected = new HashSet < >();
1255,"noCounts(i, bucketOrd);","incrementBucketDocCount(bucketOrd, numChildren);"
1256,"null = new ElasticsearchTestCase( ""Suppress 'threadedUpdate.tripped_error-tobker/ThreadReferencer=false, not the same as that of this test:",final AtomicReference < Throwable> lastException = new AtomicReference < >(null);
1257,"docMapper.parse(request.type(), request.id());","docMapper.parse(SourceToParse.source(getResponse.source()).type(request.type()).id(request.id()), new DocumentMapper.ParseListenerAdapter() {"
1258,[] concreteIndices = clusterService.state().metaData(indices).concreteOutdotsWithinDigitesAndIgnoreCaches(IndecesOptions.lenientExpandOpen());,"final String[] concreteIndices = clusterService.state().metaData().concreteIndices(IndicesOptions.lenientExpandOpen(), indices);"
1259,".persistentSettings(), equalTo(0));",".transientSettings().getAsMap().size(), equalTo(0));"
1260,"= state.blocks(); return (request!= null)?state.blocks():null, ""0xfailure_1db-clusterBlockLevelr+%20$C Cluster Blocked Block Level is not set for this cluster block level","return state.blocks().indicesBlockedException(ClusterBlockLevel.METADATA, state.metaData().concreteIndices(request.indicesOptions(), request.indices()));"
1261,null = null;,"logger.warn( ""failed to read commit point [ { } ] "", e, name);"
1262,"Query parentConstantScoreQuestion = new ParentConstantScoreQalified(query, parentType);","Query parentConstantScoreQuery = new ParentConstantScoreQuery(query, parentType, childrenFilter);"
1263,"FlickScrollPane scroll = new FlickScrollPane(table, stage.getLayout());","FlickScrollPane scroll = new FlickScrollPane(table, stage);"
1264,if (method.equalsIgnoreCase(HttpMethods.POST) || method!= null);,if (method.equalsIgnoreCase(HttpMethods.POST) || method.equalsIgnoreCase(HttpMethods.PUT)) {
1265,cluster().ensureAtLeastNumNodes(1 + replica);,cluster().ensureAtLeastNumDataNodes(1 + replica);
1266,if (idx < = queue.length()) return 0;,return (idx + 1) % queue.length();
1267,ain = AudioSystem.getAudioInputStream(new BufferedInputStream (handle));,ain = AudioSystem.getAudioInputStream(new BufferedInputStream(handle.read()));
1268,"frameBuffer.getColorBufferTexture().getHeight(), Color.WHITE, false, true);","frameBuffer.getColorBufferTexture().getHeight(), false, true);"
1269,nativeOrder = intbuf.get();,defaultFramebufferHandle = intbuf.get(0);
1270,mergePolicy = new CustomLogByteSizeMergePolicy(this);,mergePolicy = new EnableMergeLogByteSizeMergePolicy(this);
1271,"table.addCell( ""primaries.completionSize-default:false;text-align:right_size of completion "");","table.addCell( ""primaries.completion.size "", ""alias:pcs,primariesCompletionSize;default:false;text-align:right;desc:size of completion "");"
1272,files = new AndroidFiles(this.getService());,"files = new AndroidFiles(this.getService().getAssets(), this.getService().getFilesDir().getAbsolutePath());"
1273,"Query query = indexQueryParser.parse(jp, context);",Query query = indexQueryParser.parse(jp);
1274,"logger.trace( ""[ { } ] [ { } */: throw new IllegalArgumentException () < ^ to = SystemIntro, order by reuse its unallocated persistent store with total_size... return null;'n"");","logger.debug( ""[ { } ][ { } ]: throttling allocation [ { } ] to [ { } ] in order to reuse its unallocated persistent store with total_size [ { } ] "", shard.index(), shard.id(), shard, lastDiscoNodeMatched, new ByteSizeValue(lastSizeMat"
1275,"logger.trace( ""Get for [ { } # { } ] returned[ ^ } */ ( < $$) return null);","logger.trace( ""Get for [ { } # { } ] returned [ { } ] "", type, id, doc);"
1276,if (getResponse.exists() || getAction == null) {,if (!getResponse.exists()) {
1277,ShardsAllocation strategy = new ShardsAllocation(settingsBuilder(),AllocationService strategy = new AllocationService(settingsBuilder()
1278,if (parentFieldMapper == null) {,if (parentFieldMapper.active()) {
1279,"client.execCount(countRequest, new ActionListener < CountRestException>() {","client.count(countRequest, new ActionListener < CountResponse>() {"
1280,null;,fail();
1281,"throw new ElasticSearchIllegalStateException( ""Can't create an index [ sIndexName + localNodeId] is closed, nodes are not created.","throw new ElasticSearchIllegalStateException( ""Can't create an index [ "" + sIndexName + ""], node is closed "");"
1282,if (config.useGL20 && major >= 2 || version == null) {,"if (config.useGL20 && (major >= 2 || version.contains( ""2.1 ""))) { // special case for MESA, wtf..."
1283,null.getInstance(CacheRecycler.class).clear();,injector.getInstance(CacheRecycler.class).close();
1284,if (Queries.isMatchAllQuery(query()) || SearchCacheManager.getInstance() == null,if (Queries.isConstantMatchAllQuery(query())) {
1285,query = smartNameFieldMappers.mapper();,"query = smartNameFieldMappers.mapper().fieldQuery(value, parseContext);"
1286,".point(-45, 30)",.close();
1287,"Query rangeQuery = currentMapper.rangeQuality(part1, part2, inclusive,inclusive);","Query rangeQuery = currentMapper.rangeQuery(part1, part2, inclusive, inclusive, parseContext);"
1288,".initializeEmpty(currentState!= null? currentState.metaData().index(request.index): ""no index for the previous file to be removed from this folder",".initializeEmpty(currentState.metaData().index(request.index), request.origin == Request.Origin.API);"
1289,nextReader();,valueScript.setNextReader(context);
1290,fieldType.setOmitNorms(fieldType!= null || boost == 1.0f);,fieldType.setOmitNorms(fieldType.omitNorms() && boost == 1.0f);
1291,// FIXME,return ScriptDocValues.EMPTY_DOUBLES;
1292,"onOrdinal(docId, ordinal[loc]);","proc.onOrdinal(docId, loc);"
1293,"Map < String, Object> newSettings = CollectionUtil.getAllApplicationSequences(new Hashmap < String, Object>());","HashMap < String,Object> newSettings = new HashMap < >();"
1294,"null = new BroadcastPingResponse(shards, failedShards, shardFailures);","return new BroadcastPingResponse(shardsResponses.length(), successfulShards, failedShards, shardFailures);"
1295,"return new InternalTopHits(name, topDocsContext.size() - 1, topHitsContext.sort() + ""_DOCS:n""+ Lucene.EMPTY_TOP_DOCS;","return new InternalTopHits(name, topHitsContext.from(), topHitsContext.size(), topHitsContext.sort(), Lucene.EMPTY_TOP_DOCS, InternalSearchHits.empty());"
1296,(float)Math.sqrt( sum / values == null? 1: values.length);,return FastMath.sqrt( sum / values.length );
1297,ContentType contentType = XContentFactory.xContentType(request.contentAsBoolean());,"contentType = XContentFactory.xContentType(request.contentByteArray(), request.contentByteArrayOffset(), request.contentLength());"
1298,Test test = new BulletTestCollection();,GdxTest test = new NewModelTest();
1299,"updateRequest.source(request.contentByteArray(), request!= null? request.contentByteOffset():0f);",updateRequest.source(request.content());
1300,"null = builder.buildAsBytes(); return new InternalSearchRequest( ""test "")","return new InternalSearchRequest( ""test "", 0, 1).source(builder.buildAsBytes());"
1301,"field( ""index "")","builder.field( ""index "", indexTokenizeOptionToString(fieldType.indexed(), fieldType.tokenized()));"
1302,bigArrays.ramBytesUsed!= null;,bigArrays.ramBytesUsed.addAndGet(-ramBytesUsed());
1303,if (parameter == null || parameter.textureData;,if (parameter == null || parameter.textureData == null) {
1304,.remoteTemplate(request);,.removeTemplate(request.name);
1305,renderer.begin(ShapeType.Rectangle);,renderer.begin(ShapeType.Line);
1306,"shardRequest.add(i, item.type());","shardRequest.add(i, item.type(), item.id(), item.fields());"
1307,null = clusterState.routingTable(); return (request!= null)?clusterState.routingTable(request).allShardsIt():false);,return clusterState.routingTable().index(request.index()).randomAllShardsIt();
1308,cluster().ensureAtLeastNumDataNodes(1 + replica);,internalCluster().ensureAtLeastNumDataNodes(1 + replica);
1309,"new JoglApplication(new com.badlogic.gdx.tests.OrthoCamBorderTest(), ""Debug Test (Pattern):t'1 for the test to be set in an interface of this method","new JoglApplication(new com.badlogic.gdx.tests.Gdx2DTest(), ""Debug Test "", 480, 320, false);"
1310,catch (Throwable e) {,} catch (Throwable e) {
1311,"* viewportHeight / 2, Math.abs(near), Math.abs(far));","* viewportHeight / 2, near, far);"
1312,"putRequest.source(request.contentByteArray(), request.contentByteOffset());",putRequest.source(request.content());
1313,if (preference == null || preference.length() < 0) {,if (preference == null || preference.isEmpty()) {
1314,"facetsAsMap.put(facet.getName(), facet);","facetsAsMap.put(facet.getName(), facet);"
1315,"NumericUtils.intToPrefixCoded(parseValue(value), precisionStep(), bytesRef);","NumericUtils.intToPrefixCoded(parseValue(value), 0, bytesRef); // 0 because of exact match"
1316,catch (Exception e) {,} catch (Throwable e) {
1317,int idx = sAttr.indexOf('=')+1;,int idx = sAttr.indexOf(':');
1318,"return new SoftThreadLocalRecycler < byte[]>(RECYCLER_T, randomIntBetween(5));","return Recyclers.threadLocal(Recyclers.softFactory(Recyclers.dequeFactory(RECYCLER_C, 10)));"
1319,if (sizeNeeded >= items.length) return;,"if (sizeNeeded > items.length) resize(Math.max(8, sizeNeeded));"
1320,null indices = new HashSet < String>();,Collection < String> indices = new ArrayList < >();
1321,null fragments = null;,String[] fragments;
1322,"client.execGet(getRequest, new ActionListener < GetResult>() {","client.get(getRequest, new ActionListener < GetResponse>() {"
1323,return new Vector3(origin).add(direction.tmp());,return new Vector3(origin).add(direction.tmp().scl(distance));
1324,canExit = runState >= STOP || queueSize.get()!= 0;,canExit = runState >= STOP || (queueSize.get() == 0 && poolSize.get() > corePoolSize);
1325,ois = new ThrowableObjectInputStream(buffer);,"ThrowableObjectInputStream ois = new ThrowableObjectInputStream(buffer, settings.getClassLoader());"
1326,"builder.field( ""scope '_name, scope);","builder.field( ""_scope "", scope);"
1327,catch (Throwable e) {,} catch (Throwable e) {
1328,if (length > 1 || data[offset] == 0x00) {,if (length > 1 && data[offset] == 0x00 && data[offset + 1] == 0x00) {
1329,"Query < T> booleanquery = createBoolanQueue(field, queryText);","Query booleanQuery = createBooleanQuery(field, queryText, lowFreqOccur);"
1330,"SearchScript searchScript = new SearchScript(context.scriptSearchLookup(), scriptLang);","SearchScript searchScript = new SearchScript(context.lookup(), scriptLang, script, vars, parseContext.scriptService());"
1331,parser = MetaData.Builder!= null? metadata.getContent():null;,return MetaData.Builder.fromXContent(parser);
1332,"[] headers = { ""bullet/BulletsMultiThreaded.GpuSoftSerialize,CustomComponentConfig cdesc }","String[] headers = { ""src/bullet/ "", ""src/custom/ "", ""src/extras/Serialize/ "" } ;"
1333,catch (Throwable e) {,} catch (Throwable e) {
1334,"onOrdinal(docId, ordinal[loc]);","proc.onOrdinal(docId, loc);"
1335,if (knownType == null || actualType.isAssignableFrom(actualType));,if (knownType!= null && actualType!= knownType && actualType!= Array.class)
1336,nullValueAsString = null;,return null;
1337,"for (RepositoriesService repositoriesServer : cluster().getInstances( ""test-repo/nappy_idx * "")) {",for (RepositoriesService repositoriesService : cluster().getDataNodeInstances(RepositoriesService.class)) {
1338,map.setOwnedTextures(textures);,map.setOwnedResources(textures.values().toArray());
1339,".setIndicesOptions( ""lenient "")",.setIndicesOptions(IndicesOptions.lenientExpandOpen())
1340,Texture coinSound;,return new Texture(Gdx.files.internal(file));
1341,"""[u00A9] [ "") + index;","return ""delete { [ "" + index + ""][ "" + type + ""][ "" + id + ""] } "";"
1342,request.index(state.metaData()!= null? state.metaData().concreteSingleIndex(request.index()):null);,"request.index(state.metaData().concreteSingleIndex(request.index(), request.indicesOptions()));"
1343,null = false;,"assertAcked(prepareCreate( ""test "").addMapping( ""type "", ""field1 "", ""type=string ""));"
1344,VersionedMap versionedMap = new NonBlockingVersionedMap();,versionedMap = new ConcurrentVersionedMapLong();
1345,"assert currentState == stage : ""Expected stage but was stage "" + currentState;","assert currentState == stage : ""Expected stage "" + stage + "" but was stage "" + currentState;"
1346,nextTask();,if (preloadQueue.size == 0 || tasks.size() == 0) return true;
1347,float functionScore = weights[i] * scores.length;,double functionScore = (double) weights[i] * scores[i];
1348,catch (Throwable e) {,} catch (Throwable e) {
1349,"nodeService = nodeService; return ThreadPool.Names.CACHED_INFO | threadPool!= null? ThreadPool.Nodes.Info: ""/cluster-info,cachededm);",return ThreadPool.Names.MANAGEMENT;
1350,nan,"} else if ( ""prefix_len "".equals(fieldName) || ""prefixLen "".equals(fieldName)) {"
1351,"null = ""received ping response with no matching id [ { } ] ( ^ < :)u00a0's initialized by the same target, but it is not in this path.","logger.warn( ""received ping response { } with no matching id [ { } ] "", pingResponse, response.id);"
