bugid	bug	buggy	patch	lineNo	action
177	jackrabbit-oak_6d82cb64	buggy:  context:  public  static  int  getDepth(String  path)  {  assert  isValid(path);  int  count  =  1,  i  =  0;  if  (isAbsolutePath(path))  {  if  (denotesRootPath(path))  {  return  0;  }  i++;  }  	if  (path.isEmpty())  {  return  0;  }  	188	add
178	jackrabbit-oak_9c2421ed	buggy:  context:  UpdateOp  update  =  new  UpdateOp(Integer.toString(clusterId),  true);  update.set(ClusterNodeInfo.REV_RECOVERY_LOCK,  RecoverLockState.ACQUIRED.name());  store.createOrUpdate(Collection.CLUSTER_NODES,  update);  return  true;  }  public  void  releaseRecoveryLock(int  clusterId){  UpdateOp  update  =  new  UpdateOp(Integer.toString(clusterId),  true);  update.set(ClusterNodeInfo.REV_RECOVERY_LOCK,  null);  store.createOrUpdate(Collection.CLUSTER_NODES,  update);  }  public  NodeDocument  getRoot()  {  return  store.find(Collection.NODES,  Utils.getIdFromPath(ROOT_PATH));  }  public  boolean  isRecoveryNeeded(long  currentTime)  {  for(ClusterNodeInfoDocument  nodeInfo  :  getAllClusters()){  	update.set(ClusterNodeInfo.STATE,  null);  	97	add
179	wicket_ecdfc124	buggy:  ||  (!isAjax(cycle)  &&  ((isOnePassRender()  &&  notForcedRedirect(getRedirectPolicy()))  ||  (targetUrl  isPageStateless()))))  ||  (targetUrl.equals(currentUrl)  &&  isRedirectToRender())  context:  }  protected  boolean  shouldRenderPageAndWriteResponse(RequestCycle  cycle,  Url  currentUrl,  Url  targetUrl)  {  return  neverRedirect(getRedirectPolicy())  ||  (!isAjax(cycle)  &&  ((isOnePassRender()  &&  notForcedRedirect(getRedirectPolicy()))  ||  (targetUrl  .equals(currentUrl)  &&  notNewAndNotStatelessPage(isNewPageInstance(),  isPageStateless()))))  ||  (targetUrl.equals(currentUrl)  &&  isRedirectToRender())  	if  (isAjax(cycle))  {  return  false;  }    ||  ((isOnePassRender()  &&  notForcedRedirect(getRedirectPolicy()))  ||  (targetUrl  isPageStateless())))  ||  (targetUrl.equals(currentUrl)  &&  isRedirectToRender())  	336	replace-2
180	camel_37e0e6bb	buggy:  return  prepend  +   "[Body  is  file  based:   "  +  obj  +   "] ";  context:  return  prepend  +   "[Body  is  instance  of  org.apache.camel.StreamCache] ";  }  else  if  (obj  instanceof  InputStream)  {  return  prepend  +   "[Body  is  instance  of  java.io.InputStream] ";  }  else  if  (obj  instanceof  OutputStream)  {  return  prepend  +   "[Body  is  instance  of  java.io.OutputStream] ";  }  else  if  (obj  instanceof  Reader)  {  return  prepend  +   "[Body  is  instance  of  java.io.Reader] ";  }  else  if  (obj  instanceof  Writer)  {  return  prepend  +   "[Body  is  instance  of  java.io.Writer] ";  }  else  if  (obj  instanceof  WrappedFile  ||  obj  instanceof  File)  {      return  prepend  +   "[Body  is  file  based:   "  +  obj  +   "] ";  }  }  if  (!allowFiles)  {  if  (obj  instanceof  WrappedFile  ||  obj  instanceof  File)  {  return  prepend  +   "[Body  is  file  based:   "  +  obj  +   "] ";  	if  (!allowFiles)  {  return  prepend  +   "[Body  is  file  based:   "  +  obj  +   "] ";  }  	226	replace-1
181	camel_b56d2962	buggy:  doAggregation(key,  exchange);  context:  }  }  if  (closedCorrelationKeys  !=  null  &&  closedCorrelationKeys.containsKey(key))  {  throw  new  ClosedCorrelationKeyException(key,  exchange);  }  lock.lock();  try  {      doAggregation(key,  exchange);  }  finally  {  	Exchange  copy  =  ExchangeHelper.createCorrelatedCopy(exchange,  false);    doAggregation(key,  copy);  	182	replace-1
182	wicket_2737d7c7	buggy:  return  new  WebMarkupContainer(id);  context:  protected  WebMarkupContainer  newBodyContainer(final  String  id)  {  return  new  WebMarkupContainer(id);  	return  new  WebMarkupContainer(id)  {  @Override  protected  void  onConfigure()  {  super.onConfigure();  setVisible(getRowCount()  >  0);  }  };  	207	replace-1
183	wicket_3fc7234e	buggy:  continue;  if  ((i  +  1)  <  segments.size()  &&   ".. ".equals(segments.get(i  +  1)))  continue;  url.segments.add(segment);  context:  Url  url  =  new  Url(this);  url.segments.clear();  for  (int  i  =  0;  i  <  segments.size();  i++)  {  final  String  segment  =  segments.get(i);  if  ( ". ".equals(segment))  {  continue;  }  if  ((i  +  1)  <  segments.size()  &&   ".. ".equals(segments.get(i  +  1)))  	}  else  if  ( ".. ".equals(segment)  &&  url.segments.isEmpty()  ==  false)  {  url.segments.remove(url.segments.size()  -  1);  else  if  ((i  +  1)  <  segments.size()  &&   ".. ".equals(segments.get(i  +  1)))  else  {  url.segments.add(segment);  }  	1222	replace-6
184	wicket_55eb5212	buggy:  context:  final  Response  originalResponse  =  requestCycle.getResponse();  BufferedWebResponse  tempResponse  =  new  BufferedWebResponse(null);  try  {  requestCycle.setResponse(tempResponse);  RenderPage  page  =  new  RenderPage();  page.add(component);  component.render();  }  finally  {  requestCycle.setResponse(originalResponse);  }  return  tempResponse.getText();  	page.internalInitialize();  	103	add
185	jackrabbit-oak_913c2f53	buggy:  context:  private  volatile  List<TarReader>  readers;  private  int  writeNumber;  private  File  writeFile;  private  TarWriter  writer;  	boolean  wasCompacted(SegmentId  id)  {  long  msb  =  id.getMostSignificantBits();  long  lsb  =  id.getLeastSignificantBits();  return  findEntry(msb,  lsb)  !=  -1;  }    	103	add
186	maven_24db0eb9	buggy:  nearest.getArtifact().setScope(  farthest.getArtifact().getScope()  );  farthest.disable();  context:  else  {  nearest  =  node;  farthest  =  previous;  }  if  (  checkScopeUpdate(  farthest,  nearest,  listeners  )  )  {  fireEvent(  ResolutionListener.UPDATE_SCOPE,  listeners,  nearest,  farthest.getArtifact()  );          //  previously  we  cloned  the  artifact,  but  it  is  more  effecient  to  just  update  the  scope          //  if  problems  are  later  discovered  that  the  original  object  needs  its  original  scope  value,  cloning  may          //  again  be  appropriate          nearest.getArtifact().setScope(  farthest.getArtifact().getScope()  );  	nearest.disable();  farthest.getArtifact().setVersion(  nearest.getArtifact().getVersion()  );  }  else  {  farthest.disable();  	204	replace-3
187	jackrabbit-oak_ecc5bdfd	buggy:  context:  StringBuilder  buff  =  new  StringBuilder();  if  (relativePath  ==  null  &&  propertyName  !=  null)  {  PropertyValue  p  =  selector.currentProperty(propertyName);  if  (p  ==  null)  {  return  false;  }  appendString(buff,  p);  }  else  {  String  path  =  selector.currentPath();  if  (relativePath  !=  null)  {  path  =  PathUtils.concat(path,  relativePath);  }  Tree  tree  =  getTree(path);  if  (tree  ==  null  ||  !tree.exists())  {  	if  (!PathUtils.denotesRoot(path))  {  appendString(buff,  PropertyValues.newString(PathUtils.getName(path)));  }  	187	add
188	flink_494212b3	buggy:      return  getClass().getSimpleName()  +  try  (ByteArrayOutputStream  baos  =  new  ByteArrayOutputStream();  int  bytesRead  =  in.read(buffer);  if  (bytesRead  !=  size)  {  throw  new  RuntimeException( "Read  size  does  not  match  expected  size. ");  }  context:  private  TypeSerializer<T>  serializer;  private  transient  T  defaultValue;  private  transient  TypeInformation<T>  typeInfo;    *  	                return  getClass().getSimpleName()  +  try  (ByteArrayOutputStream  baos  =  new  ByteArrayOutputStream();    in.readFully(buffer);  	64	replace-14
189	accumulo_a2c2d38a	buggy:  if  (buffer.hasArray())  {  offset  =  buffer.arrayOffset();  context:  public  static  class  Reader  {  int  offset;  byte  data[];  public  Reader(byte  b[])  {  this.data  =  b;  }  public  Reader(ByteBuffer  buffer)  {    if  (buffer.hasArray())  {      offset  =  buffer.arrayOffset();  data  =  buffer.array();  }  else  {  data  =  new  byte[buffer.remaining()];  buffer.get(data);  }  }  	if  (buffer.hasArray()  &&  buffer.array().length  ==  buffer.arrayOffset()  +  buffer.limit())  {  offset  =  buffer.arrayOffset()  +  buffer.position();  	121	replace-2
190	accumulo_b007b22e	buggy:  if  (combiners.isEmpty()  ||  combiners.contains(workKey))  {  context:    *  in  the  set  of  combiners,  topKey  will  be  the  top  key  of  the  source  and  topValue  will  be  the  result  of  the  reduce  method.  Otherwise,  topKey  and  topValue  will    *  be  null.  private  void  findTop()  throws  IOException  {  if  (super.hasTop())  {  workKey.set(super.getTopKey());    if  (combiners.isEmpty()  ||  combiners.contains(workKey))  {  if  (workKey.isDeleted())  return;  topKey  =  workKey;  Iterator<Value>  viter  =  new  ValueIterator(getSource());  topValue  =  reduce(topKey,  viter);  while  (viter.hasNext())  viter.next();  }  	if  (combiners.contains(workKey))  {  	166	replace-1
191	logging-log4j2_09175c8b	buggy:  return   "text/html ";  context:  public  Map<String,  String>  getContentFormat()  {  return  new  HashMap<String,  String>();  }  public  String  getContentType()  {      return   "text/html ";  }  private  void  appendThrowableAsHTML(final  Throwable  throwable,  final  StringBuilder  sbuf)  {  final  StringWriter  sw  =  new  StringWriter();  final  PrintWriter  pw  =  new  PrintWriter(sw);  try  {  throwable.printStackTrace(pw);  }  catch  (final  RuntimeException  ex)  {  	return   "text/html;  charset= "  +  this.getCharset();  	211	replace-1
192	wicket_a88882f7	buggy:  if  (!relative.getSegments().isEmpty()  &&   ". ".equals(relative.getSegments().get(0)))  {  relative.getSegments().remove(0);  }  while  (!relative.getSegments().isEmpty()  &&   ".. ".equals(relative.getSegments().get(0)))  relative.getSegments().remove(0);  getSegments().remove(getSegments().size()  -  1);  context:  public  void  resolveRelative(final  Url  relative)  {  if  (getSegments().size()  >  0)  {  getSegments().remove(getSegments().size()  -  1);  }  //  remove  all  './'  (current  folder)  from  the  relative  url  if  (!relative.getSegments().isEmpty()  &&   ". ".equals(relative.getSegments().get(0)))  {  relative.getSegments().remove(0);  }  //  process  any  ../  segments  in  the  relative  url  while  (!relative.getSegments().isEmpty()  &&   ".. ".equals(relative.getSegments().get(0)))  	while  (!relative.getSegments().isEmpty())  if  ( ". ".equals(relative.getSegments().get(0)))  {  relative.getSegments().remove(0);  }  else  if  ( " ".equals(relative.getSegments().get(0)))  {  relative.getSegments().remove(0);  }  else  if  ( ".. ".equals(relative.getSegments().get(0)))  {  relative.getSegments().remove(0);  getSegments().remove(getSegments().size()  -  1);  }  else  {  break;  }  	993	replace-7
193	maven_bef7fac6	buggy:  session.setProjects(  projectDependencyGraph.getSortedProjects()  );    context:  validateProjects(  projects  );  ProjectDependencyGraph  projectDependencyGraph  =  createProjectDependencyGraph(  projects,  request,  result,  true  );      session.setProjects(  projectDependencyGraph.getSortedProjects()  );  if  (  result.hasExceptions()  )  {  return  result;  }  try  	session.setProjects(  projectDependencyGraph.getSortedProjects()  );    	270	replace-2
194	wicket_afc7034d	buggy:  value  =  Args.notEmpty(value,   "value ").trim();  context:  public  void  addHeader(String  name,  String  value)  {  value  =  Args.notEmpty(value,   "value ").trim();  internalAdd(name,  value);  }  	value  =  Args.notNull(value,   "value ").trim();  	102	replace-1
195	wicket_8ee095bf	buggy:  package  org.apache.wicket.request.target.component;    public  class  BookmarkableListenerInterfaceRequestTarget  extends  BookmarkablePageRequestTarget  {  private  final  String  componentPath;  private  final  String  interfaceName;  public  BookmarkableListenerInterfaceRequestTarget(String  pageMapName,  Class<?  extends  Page>  pageClass,  PageParameters  pageParameters,  String  componentPath,  String  interfaceName,  int  versionNumber)  {  super(pageMapName,  pageClass,  pageParameters);  this.componentPath  =  componentPath;  this.interfaceName  =  interfaceName;  }  public  BookmarkableListenerInterfaceRequestTarget(String  pageMapName,  Class<?  extends  Page>  pageClass,  PageParameters  pageParameters,  Component  component,  RequestListenerInterface  listenerInterface)  {  this(pageMapName,  pageClass,  pageParameters,  component.getPath(),  listenerInterface.getName(),  component.getPage().getCurrentVersionNumber());  int  version  =  component.getPage().getCurrentVersionNumber();  setPage(component.getPage());  AppendingStringBuffer  param  =  new  AppendingStringBuffer(4  +  componentPath.length()  +  interfaceName.length());  if  (pageMapName  !=  null)  {  param.append(pageMapName);  }  param.append(Component.PATH_SEPARATOR);  param.append(getComponentPath());  param.append(Component.PATH_SEPARATOR);  if  (version  !=  0)  {  param.append(version);  }  param.append(Component.PATH_SEPARATOR);  param.append(getInterfaceName());  param.append(Component.PATH_SEPARATOR);  param.append(Component.PATH_SEPARATOR);  pageParameters.put(WebRequestCodingStrategy.INTERFACE_PARAMETER_NAME,  param.toString());  }  @Override  public  void  processEvents(RequestCycle  requestCycle)  {  Page  page  =  getPage();  if  (page  ==  null)  {  page  =  Session.get().getPage(getPageMapName(),  componentPath,  -1);  if  (page  !=  null)  {  setPage(page);  }  else  if  (page  ==  null)  {  page  =  getPage(requestCycle);  }  }  if  (page  ==  null)  {  throw  new  PageExpiredException(   "Request  cannot  be  processed.  The  target  page  does  not  exist  anymore. ");  }  final  String  pageRelativeComponentPath  =  Strings.afterFirstPathComponent(componentPath,  Component.PATH_SEPARATOR);  Component  component  =  page.get(pageRelativeComponentPath);  if  (component  ==  null)  {  page.prepareForRender(false);  component  =  page.get(pageRelativeComponentPath);  if  (component  ==  null)  {  throw  new  WicketRuntimeException(   "unable  to  find  component  with  path   "  +  pageRelativeComponentPath  +   "  on  stateless  page   "  +  page  +   "  it  could  be  that  the  component  is  inside  a  repeater  make  your  component  return  false  in  getStatelessHint() ");  }  }  RequestListenerInterface  listenerInterface  =  RequestListenerInterface.forName(interfaceName);  if  (listenerInterface  ==  null)  {  throw  new  WicketRuntimeException( "unable  to  find  listener  interface   "  +  interfaceName);  }  listenerInterface.invoke(page,  component);  }  @Override  public  void  respond(RequestCycle  requestCycle)  {  Page  page  =  getPage(requestCycle);  if  (requestCycle.isRedirect()  &&  !page.isPageStateless())  {  requestCycle.redirectTo(page);  }  else  {  page.renderPage();  }  }  public  String  getComponentPath()  {  return  componentPath;  }  public  String  getInterfaceName()  {  return  interfaceName;  }  }  context:  *  the  License.  You  may  obtain  a  copy  of  the  License  at  *  *  http://www.apache.org/licenses/LICENSE-2.0  *  *  Unless  required  by  applicable  law  or  agreed  to  in  writing,  software  *  distributed  under  the  License  is  distributed  on  an   "AS  IS "  BASIS,  *  WITHOUT  WARRANTIES  OR  CONDITIONS  OF  ANY  KIND,  either  express  or  implied.  *  See  the  License  for  the  specific  language  governing  permissions  and  *  limitations  under  the  License.  */  package  org.apache.wicket.request.target.component;  import  org.apache.wicket.Component;  import  org.apache.wicket.Page;  import  org.apache.wicket.PageParameters;  import  org.apache.wicket.RequestCycle;  import  org.apache.wicket.RequestListenerInterface;  import  org.apache.wicket.Session;  import  org.apache.wicket.WicketRuntimeException;  import  org.apache.wicket.protocol.http.PageExpiredException;  	package  org.apache.wicket.request.target.component;      public  class  BookmarkableListenerInterfaceRequestTarget  extends  BookmarkablePageRequestTarget  {  private  final  String  componentPath;  private  final  String  interfaceName;    public  BookmarkableListenerInterfaceRequestTarget(String  pageMapName,  Class<?  extends  Page>  pageClass,  PageParameters  pageParameters,  String  componentPath,  String  interfaceName,  int  versionNumber)  {  super(pageMapName,  pageClass,  pageParameters);  this.componentPath  =  componentPath;  this.interfaceName  =  interfaceName;  }    public  BookmarkableListenerInterfaceRequestTarget(String  pageMapName,  Class<?  extends  Page>  pageClass,  PageParameters  pageParameters,  Component  component,  RequestListenerInterface  listenerInterface)  {  this(pageMapName,  pageClass,  pageParameters,  component.getPath(),  listenerInterface.getName(),  component.getPage().getCurrentVersionNumber());    int  version  =  component.getPage().getCurrentVersionNumber();  setPage(component.getPage());    AppendingStringBuffer  param  =  new  AppendingStringBuffer(4  +  componentPath.length()  +  interfaceName.length());  if  (pageMapName  !=  null)  {  param.append(pageMapName);  }  param.append(Component.PATH_SEPARATOR);  param.append(getComponentPath());  param.append(Component.PATH_SEPARATOR);  if  (version  !=  0)  {  param.append(version);  }  param.append(Component.PATH_SEPARATOR);  param.append(getInterfaceName());    param.append(Component.PATH_SEPARATOR);    param.append(Component.PATH_SEPARATOR);    pageParameters.put(WebRequestCodingStrategy.INTERFACE_PARAMETER_NAME,  param.toString());  }    @Override  public  void  processEvents(RequestCycle  requestCycle)  {  Page  page  =  getPage();  if  (page  ==  null)  {  page  =  Session.get().getPage(getPageMapName(),  componentPath,  -1);  if  (page  !=  null  &&  page.getClass()  ==  getPageClass())  {  setPage(page);  }  else  {  page  =  getPage(requestCycle);  }  }    if  (page  ==  null)  {  throw  new  PageExpiredException(   "Request  cannot  be  processed.  The  target  page  does  not  exist  anymore. ");  }    final  String  pageRelativeComponentPath  =  Strings.afterFirstPathComponent(componentPath,  Component.PATH_SEPARATOR);  Component  component  =  page.get(pageRelativeComponentPath);  if  (component  ==  null)  {  page.prepareForRender(false);  component  =  page.get(pageRelativeComponentPath);  if  (component  ==  null)  {  throw  new  WicketRuntimeException(   "unable  to  find  component  with  path   "  +  pageRelativeComponentPath  +   "  on  stateless  page   "  +  page  +   "  it  could  be  that  the  component  is  inside  a  repeater  make  your  component  return  false  in  getStatelessHint() ");  }  }  RequestListenerInterface  listenerInterface  =  RequestListenerInterface.forName(interfaceName);  if  (listenerInterface  ==  null)  {  throw  new  WicketRuntimeException( "unable  to  find  listener  interface   "  +  interfaceName);  }  listenerInterface.invoke(page,  component);  }    @Override  public  void  respond(RequestCycle  requestCycle)  {  Page  page  =  getPage(requestCycle);  if  (requestCycle.isRedirect()  &&  !page.isPageStateless())  {  requestCycle.redirectTo(page);  }  else  {  page.renderPage();  }  }    public  String  getComponentPath()  {  return  componentPath;  }    public  String  getInterfaceName()  {  return  interfaceName;  }  }  	17	replace-122
