bugid	buggy	patch
elasticsearch_016e5bce047d4e81947e7c511c5d46f9019efc61	buggy:  modules.add(new  IndexSettingsModule(indexSettings));  context:  Settings  indexSettings  =  settingsBuilder()  .put( "settingsType ",   "index ")  .put(this.settings)  .put(settings)  .classLoader(settings.getClassLoader())  .build();  ModulesBuilder  modules  =  new  ModulesBuilder();  modules.add(new  IndexNameModule(index));  modules.add(new  LocalNodeIdModule(localNodeId));          modules.add(new  IndexSettingsModule(indexSettings));          modules.add(new  IndexSettingsModule(index,  indexSettings));  modules.add(new  IndexPluginsModule(indexSettings,  pluginsService));  modules.add(new  IndexStoreModule(indexSettings));  modules.add(new  IndexEngineModule(indexSettings));  modules.add(new  AnalysisModule(indexSettings,  indicesAnalysisService));  modules.add(new  SimilarityModule(indexSettings));  modules.add(new  IndexCacheModule(indexSettings));  modules.add(new  IndexQueryParserModule(indexSettings));  modules.add(new  MapperServiceModule());  	modules.add(new  IndexSettingsModule(index,  indexSettings));  
libgdx_1ef17b58c4626d90c2f67f72305e9c3e92df66ad	buggy:  return  loaded  /  (float)toLoad;  context:  }  public  synchronized  int  getQueuedAssets  ()  {  return  loadQueue.size  +  (tasks.size());  }  public  synchronized  float  getProgress  ()  {  if  (toLoad  ==  0)  return  1;  return  loaded  /  (float)toLoad;  return  Math.min(1,  loaded  /  (float)toLoad);  }  public  synchronized  void  setErrorListener  (AssetErrorListener  listener)  {  this.listener  =  listener;  }  	return  Math.min(1,  loaded  /  (float)toLoad);  
libgdx_e27a704aac0d02609132b1e5537ea4ab9ac1f47d	buggy:  dst[i]  =  src[ii]  *  scale;  context:  for  (int  i  =  offsetSrc,  ii  =  offsetDst;  i  <  numBytes;)  {  int  b1  =  src[i++]  &  0xff;  int  b2  =  src[i++]  &  0xff;  dst[ii++]  =  (short)(b1  |  (b2  <<  8))  *  scale;  }  }  static  public  void  toFloat  (short[]  src,  int  offsetSrc,  float[]  dst,  int  offsetDst,  int  numBytes)  {  float  scale  =  1.0f  /  Short.MAX_VALUE;  for  (int  i  =  offsetSrc,  ii  =  offsetDst;  i  <  numBytes;  i++,  ii++)  dst[i]  =  src[ii]  *  scale;  dst[ii]  =  src[i]  *  scale;  }  	dst[ii]  =  src[i]  *  scale;  
elasticsearch_7bf0f1ffca589df6e626d61182689bde005ce649	buggy:  client.admin().cluster().execPing(broadcastPingRequest,  new  ActionListener<BroadcastPingResponse>()  {  context:  BroadcastPingRequest  broadcastPingRequest  =  new  BroadcastPingRequest(RestActions.splitIndices(request.param( "index ")));  broadcastPingRequest.queryHint(request.param( "queryHint "));  BroadcastOperationThreading  operationThreading  =  BroadcastOperationThreading.fromString(request.param( "operationThreading "),  BroadcastOperationThreading.SINGLE_THREAD);  if  (operationThreading  ==  BroadcastOperationThreading.NO_THREADS)  {  operationThreading  =  BroadcastOperationThreading.SINGLE_THREAD;  }  broadcastPingRequest.operationThreading(operationThreading);          client.admin().cluster().execPing(broadcastPingRequest,  new  ActionListener<BroadcastPingResponse>()  {          client.admin().cluster().ping(broadcastPingRequest,  new  ActionListener<BroadcastPingResponse>()  {  try  {  JsonBuilder  builder  =  RestJsonBuilder.restJsonBuilder(request);  builder.startObject();  builder.field( "ok ",  true);  buildBroadcastShardsHeader(builder,  response);  builder.endObject();  channel.sendResponse(new  JsonRestResponse(request,  OK,  builder));  	client.admin().cluster().ping(broadcastPingRequest,  new  ActionListener<BroadcastPingResponse>()  {  
elasticsearch_5af634369737765bb4f6b52817b2570ade149429	buggy:  if  (!build.isMultiValued())  {  context:  values.add(0);  //  first   "t "  indicates  null  value  OrdinalsBuilder  builder  =  new  OrdinalsBuilder(terms,  reader.maxDoc());  try  {  final  BytesRefIterator  iter  =  builder.buildFromTerms(builder.wrapNumeric64Bit(terms.iterator(null)),  reader.getLiveDocs());  BytesRef  term;  while  ((term  =  iter.next())  !=  null)  {  values.add(NumericUtils.sortableLongToDouble(NumericUtils.prefixCodedToLong(term)));  }  Ordinals  build  =  builder.build(fieldDataType.getSettings());              if  (!build.isMultiValued())  {              if  (!build.isMultiValued()  &&  CommonSettings.removeOrdsOnSingleValue(fieldDataType))  {  Docs  ordinals  =  build.ordinals();  double[]  sValues  =  new  double[reader.maxDoc()];  int  maxDoc  =  reader.maxDoc();  for  (int  i  =  0;  i  <  maxDoc;  i++)  {  sValues[i]  =  values.get(ordinals.getOrd(i));  }  final  FixedBitSet  set  =  builder.buildDocsWithValuesSet();  if  (set  ==  null)  {  	if  (!build.isMultiValued()  &&  CommonSettings.removeOrdsOnSingleValue(fieldDataType))  {  
elasticsearch_29da615afd83d198911f839565257dd03c7fcf39	buggy:  return  binarySearch(a,  key,  1,  a.ordinals().getNumOrds()  -  1);  context:  }  }  }  public  BytesRef  value(int  slot)  {  return  values[slot];  }  final  protected  static  int  binarySearch(BytesValues.WithOrdinals  a,  BytesRef  key)  {          return  binarySearch(a,  key,  1,  a.ordinals().getNumOrds()  -  1);          return  binarySearch(a,  key,  1,  a.ordinals().getNumOrds());  }  final  protected  static  int  binarySearch(BytesValues.WithOrdinals  a,  BytesRef  key,  int  low,  int  high)  {  assert  a.getValueByOrd(high)  ==  null  |  a.getValueByOrd(high)  !=  null;  //  make  sure  we  actually  can  get  these  values  assert  a.getValueByOrd(low)  ==  null  |  a.getValueByOrd(low)  !=  null;  while  (low  <=  high)  {  int  mid  =  (low  +  high)  >>>  1;  BytesRef  midVal  =  a.getValueByOrd(mid);  	return  binarySearch(a,  key,  1,  a.ordinals().getNumOrds());  
elasticsearch_f1467dbde256a968bfffed6ce470f162ac307655	buggy:  return  DoubleArrayAtomicFieldData.EMPTY;  context:  }  }  }  public  DoubleArrayAtomicFieldData  loadDirect(AtomicReaderContext  context)  throws  Exception  {  AtomicReader  reader  =  context.reader();  Terms  terms  =  reader.terms(getFieldNames().indexName());  if  (terms  ==  null)  {              return  DoubleArrayAtomicFieldData.EMPTY;              return  DoubleArrayAtomicFieldData.empty(reader.maxDoc());  }  final  BigDoubleArrayList  values  =  new  BigDoubleArrayList();  values.add(0);  //  first   "t "  indicates  null  value  final  float  acceptableTransientOverheadRatio  =  fieldDataType.getSettings().getAsFloat( "acceptable_transient_overhead_ratio ",  OrdinalsBuilder.DEFAULT_ACCEPTABLE_OVERHEAD_RATIO);  OrdinalsBuilder  builder  =  new  OrdinalsBuilder(reader.maxDoc(),  acceptableTransientOverheadRatio);  try  {  	return  DoubleArrayAtomicFieldData.empty(reader.maxDoc());  
elasticsearch_3e405c3ec76235145f81507f1189e92824d06b92	buggy:  String  suffix  =   "b ";  context:  return  ((double)  bytes())  /  SizeUnit.C3;  }  public  double  getGbFrac()  {  return  gbFrac();  }  long  bytes  =  bytes();  double  value  =  bytes;          String  suffix  =   "b ";          String  suffix  =   " ";  if  (bytes  >=  SizeUnit.C3)  {  value  =  gbFrac();  suffix  =   "g ";  }  else  if  (bytes  >=  SizeUnit.C2)  {  value  =  mbFrac();  suffix  =   "m ";  }  else  if  (bytes  >=  SizeUnit.C1)  {  value  =  kbFrac();  	String  suffix  =   " ";  
libgdx_6b1f6e2e139683a01b4f19b1765b466de095cb9a	buggy:  int  result  =  (int)type;  context:  this.value  =  value;  }  public  Attribute  copy  ()  {  return  new  IntAttribute(type,  value);  }  public  int  hashCode  ()  {  int  result  =  (int)type;  int  result  =  super.hashCode();  result  =  983  *  result  +  value;  return  result;  }  }  	int  result  =  super.hashCode();  
elasticsearch_1952df982b69873544c00470293ee851697abbf4	buggy:  Collection<String>  indices  =  new  ArrayList<String>();  context:  }  }  else  {  throw  new  QueryParsingException(parseContext.index(),   "[indices]  query  does  not  support  [ "  +  currentFieldName  +   "] ");  }  }  else  if  (token  ==  XContentParser.Token.START_ARRAY)  {  if  ( "indices ".equals(currentFieldName))  {  if  (indicesFound)  {  throw  new  QueryParsingException(parseContext.index(),   "[indices]  indices  or  index  already  specified ");  }  indicesFound  =  true;                      Collection<String>  indices  =  new  ArrayList<String>();                      Collection<String>  indices  =  new  ArrayList<>();  while  (parser.nextToken()  !=  XContentParser.Token.END_ARRAY)  {  String  value  =  parser.textOrNull();  if  (value  ==  null)  {  throw  new  QueryParsingException(parseContext.index(),   "[indices]  no  value  specified  for  'indices'  entry ");  }  indices.add(value);  }  currentIndexMatchesIndices  =  matchesIndices(parseContext.index().name(),  indices.toArray(new  String[indices.size()]));  	Collection<String>  indices  =  new  ArrayList<>();  
libgdx_1c809af770701b4168872837ea91994c39591ad4	buggy:  applyTransform(batch);  context:  handleBounds.set(0,  bottomAreaHeight,  width,  handleHeight);  }  public  void  draw  (SpriteBatch  batch,  float  parentAlpha)  {  validate();  Color  color  =  getColor();  Drawable  handle  =  style.handle;  applyTransform(batch);  applyTransform(batch,  computeTransform());  Matrix4  transform  =  batch.getTransformMatrix();  if  (firstWidget  !=  null)  {  ScissorStack.calculateScissors(getStage().getCamera(),  transform,  firstWidgetBounds,  firstScissors);  if  (ScissorStack.pushScissors(firstScissors))  {  if  (firstWidget.isVisible())  firstWidget.draw(batch,  parentAlpha  *  color.a);  batch.flush();  ScissorStack.popScissors();  }  	applyTransform(batch,  computeTransform());  
libgdx_916fc85cecf433c3461b458e00f8afc516ad21e3	buggy:  public  void  consumeCompressedData  (int  target)  {  context:  public  boolean  isManaged  ()  {  return  true;  }  public  TextureDataType  getType  ()  {  return  TextureDataType.Pixmap;  }  public  void  consumeCompressedData  (int  target)  {  public  void  consumeCustomData  (int  target)  {  }  public  boolean  isPrepared  ()  {  return  true;  }  	public  void  consumeCustomData  (int  target)  {  
libgdx_71c8a1e9aa6bf754b12bf368f2d14e388c675166	buggy:  float  color  =  Float.intBitsToFloat(intBits);  context:  final  float  color  =  tint.toFloatBits();  if  (color  ==  this.color)  return;  this.color  =  color;  float[]  vertices  =  this.vertices;  for  (int  i  =  2,  n  =  idx;  i  <  n;  i  +=  5)  vertices[i]  =  color;  }  public  void  setColor  (float  r,  float  g,  float  b,  float  a)  {  int  intBits  =  ((int)(255  *  a)  <<  24)  |  ((int)(255  *  b)  <<  16)  |  ((int)(255  *  g)  <<  8)  |  ((int)(255  *  r));  float  color  =  Float.intBitsToFloat(intBits);  float  color  =  Float.intBitsToFloat((intBits  &  0xfeffffff));  if  (color  ==  this.color)  return;  this.color  =  color;  float[]  vertices  =  this.vertices;  for  (int  i  =  2,  n  =  idx;  i  <  n;  i  +=  5)  vertices[i]  =  color;  }  public  void  draw  (SpriteBatch  spriteBatch)  {  	float  color  =  Float.intBitsToFloat((intBits  &  0xfeffffff));  
libgdx_b900ed3c0faa90cf3437964c0b2c3b0e6bf73f81	buggy:  CollisionJNI.btCollisionDispatcher_defaultNearCallback(btBroadphasePair.getCPtr(collisionPair),  collisionPair,  btCollisionDispatcher.getCPtr(dispatcher),  dispatcher,  btDispatcherInfo.getCPtr(dispatchInfo),  dispatchInfo);  context:  public  void  setNearCallback(SWIGTYPE_p_f_r_btBroadphasePair_r_btCollisionDispatcher_r_q_const__btDispatcherInfo__void  nearCallback)  {  CollisionJNI.btCollisionDispatcher_setNearCallback(swigCPtr,  this,  SWIGTYPE_p_f_r_btBroadphasePair_r_btCollisionDispatcher_r_q_const__btDispatcherInfo__void.getCPtr(nearCallback));  }  public  SWIGTYPE_p_f_r_btBroadphasePair_r_btCollisionDispatcher_r_q_const__btDispatcherInfo__void  getNearCallback()  {  long  cPtr  =  CollisionJNI.btCollisionDispatcher_getNearCallback(swigCPtr,  this);  return  (cPtr  ==  0)  ?  null  :  new  SWIGTYPE_p_f_r_btBroadphasePair_r_btCollisionDispatcher_r_q_const__btDispatcherInfo__void(cPtr,  false);  }  public  static  void  defaultNearCallback(btBroadphasePair  collisionPair,  btCollisionDispatcher  dispatcher,  btDispatcherInfo  dispatchInfo)  {      CollisionJNI.btCollisionDispatcher_defaultNearCallback(btBroadphasePair.getCPtr(collisionPair),  collisionPair,  btCollisionDispatcher.getCPtr(dispatcher),  dispatcher,  btDispatcherInfo.getCPtr(dispatchInfo),  dispatchInfo);      CollisionJNI.btCollisionDispatcher_defaultNearCallback(collisionPair,  btCollisionDispatcher.getCPtr(dispatcher),  dispatcher,  btDispatcherInfo.getCPtr(dispatchInfo),  dispatchInfo);  }  public  btCollisionConfiguration  getCollisionConfiguration()  {  long  cPtr  =  CollisionJNI.btCollisionDispatcher_getCollisionConfiguration__SWIG_0(swigCPtr,  this);  return  (cPtr  ==  0)  ?  null  :  new  btCollisionConfiguration(cPtr,  false);  }  public  void  setCollisionConfiguration(btCollisionConfiguration  config)  {  	CollisionJNI.btCollisionDispatcher_defaultNearCallback(collisionPair,  btCollisionDispatcher.getCPtr(dispatcher),  dispatcher,  btDispatcherInfo.getCPtr(dispatchInfo),  dispatchInfo);  
elasticsearch_f1dd867c4f574e457eeca91cd842179725f2e010	buggy:  }  catch  (Exception  e)  {  context:  builder.endArray();  }  }  builder.endObject();  builder.endObject();  }  builder.endArray();  builder.endObject();  channel.sendResponse(new  XContentRestResponse(request,  OK,  builder));                  }  catch  (Exception  e)  {                  }  catch  (Throwable  e)  {  onFailure(e);  }  }  public  void  onFailure(Throwable  e)  {  try  {  channel.sendResponse(new  XContentThrowableRestResponse(request,  e));  	}  catch  (Throwable  e)  {  
libgdx_19e0a888394eed8b4097a264186a1c8da600ed6b	buggy:  cache.setColors(color);  context:  public  void  draw  (Batch  batch,  float  parentAlpha)  {  validate();  Color  color  =  tempColor.set(getColor());  color.a  *=  parentAlpha;  if  (style.background  !=  null)  {  batch.setColor(color.r,  color.g,  color.b,  color.a);  style.background.draw(batch,  getX(),  getY(),  getWidth(),  getHeight());  }  if  (style.fontColor  !=  null)  color.mul(style.fontColor);  cache.setColors(color);  cache.tint(color);  cache.setPosition(getX(),  getY());  cache.draw(batch);  }  public  float  getPrefWidth  ()  {  if  (wrap)  return  0;  if  (sizeInvalid)  scaleAndComputeSize();  float  width  =  bounds.width;  	cache.tint(color);  
elasticsearch_3b5b4b4c3ab0c5fb4edf16832d4aaf09169bba5b	buggy:  .minTermFrequency(request.minTermFrequency())  context:  private  void  addMoreLikeThis(MoreLikeThisRequest  request,  BoolJsonQueryBuilder  boolBuilder,  String  fieldName,  String  likeText)  {  MoreLikeThisFieldJsonQueryBuilder  mlt  =  moreLikeThisFieldQuery(fieldName)  .likeText(likeText)  .percentTermsToMatch(request.percentTermsToMatch())  .boostTerms(request.boostTerms())  .boostTermsFactor(request.boostTermsFactor())  .minDocFreq(request.minDocFreq())  .maxDocFreq(request.maxDocFreq())  .minWordLen(request.minWordLen())  .maxWordLen(request.maxWordLen())                  .minTermFrequency(request.minTermFrequency())                  .minTermFreq(request.minTermFreq())  .maxQueryTerms(request.maxQueryTerms())  .stopWords(request.stopWords());  boolBuilder.should(mlt);  }  private  class  TransportHandler  extends  BaseTransportRequestHandler<MoreLikeThisRequest>  {  	.minTermFreq(request.minTermFreq())  
elasticsearch_012d47b5004af9ad729d2f492f100d14ac44e0b3	buggy:  logger.info( "Ping  execution  ejected ",  ex);  context:  try  {  sendPings(timeout,  TimeValue.timeValueMillis(timeout.millis()  /  2),  sendPingsHandler);  ConcurrentMap<DiscoveryNode,  PingResponse>  responses  =  receivedResponses.remove(sendPingsHandler.id());  sendPingsHandler.close();  for  (DiscoveryNode  node  :  sendPingsHandler.nodeToDisconnect)  {  transportService.disconnectFromNode(node);  }  listener.onPing(responses.values().toArray(new  PingResponse[responses.size()]));  }  catch  (RejectedExecutionException  ex)  {                              logger.info( "Ping  execution  ejected ",  ex);                              logger.debug( "Ping  execution  ejected ",  ex);  }  }  });  }  });  }  class  SendPingsHandler  {  	logger.debug( "Ping  execution  ejected ",  ex);  
